audit_version,audit_group,market_id,asset_symbol,question,treatment_verdict,treatment_action,review_priority,question_structure,required_probability_transform,requires_external_baseline,requires_path_aggregation,standalone_signal_role,current_family,recommended_family,economic_event_group,current_gemini_side,current_gemini_confidence,current_gemini_reason,recommended_polarity_treatment,recommended_probability_treatment,recommended_entry_treatment,recommended_exit_treatment,recommended_weighting,generalizable_edge,overfit_guard,polymarket_rule_summary,polymarket_end_date,polymarket_url,authority_source_url,api_source_url
polymarket-treatment-audit-2026-07-13,Other,569184,PTCT,FDA approves PTC Therapeutics’ Vatiquinone for Friedreich’s ataxia?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: PTC Therapeutics’ Vatiquinone for Friedreich’s ataxia,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for PTC Therapeutics’ Vatiquinone as a treatment for Friedreich’s ataxia by August 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For...",2025-08-19T16:00:00Z,https://polymarket.com/event/fda-approves-ptc-therapeutics-vatiquinone-for-friedreichs-ataxia-by-august-31,,https://gamma-api.polymarket.com/markets/569184
polymarket-treatment-audit-2026-07-13,Other,569187,PGEN,FDA approves Precigen’s PRGN-2012 for recurrent respiratory papillomatosis?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Precigen’s PRGN-2012 for recurrent respiratory papillomatosis,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Precigen’s PRGN-2012 as a treatment for recurrent respiratory papillomatosis in adults by August 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License...",2025-08-27T16:00:00Z,https://polymarket.com/event/fda-approves-precigens-prgn-2012-for-recurrent-respiratory-papillomatosis-by-august-31,,https://gamma-api.polymarket.com/markets/569187
polymarket-treatment-audit-2026-07-13,Other,0x7a8c707fb249d07d578a30ec22f2532eda55b76784e1bf0e52d64802209e0f0a,REGN,FDA approves Regeneron’s Dupixent for bullous pemphigoid?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Regeneron’s Dupixent for bullous pemphigoid,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Regeneron Pharmaceuticals’ biologics license application (BLA) or supplemental BLA (sBLA) for Dupixent® (dupilumab) as a treatment for bullous pemphigoid by June 20, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" This market will immediately resolve to ""No"" if the FDA issues a Complete...",2025-06-20T00:00:00Z,https://polymarket.com/event/fda-approves-regenerons-dupixent-for-bullous-pemphigoid/fda-approves-regenerons-dupixent-for-bullous-pemphigoid,,https://gamma-api.polymarket.com/public-search?q=FDA+approves+Regeneron%E2%80%99s+Dupixent+for+bullous+pemphigoid%3F
polymarket-treatment-audit-2026-07-13,Other,2036554,SNY,FDA approves Sanofi's Dupixent?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Sanofi's Dupixent,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"As of market creation, the FDA's expected decision date for the specified application is April 27, 2026. This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Sanofi's Dupixent as a treatment for chronic spontaneous urticaria (CSU) in children by May 11, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new...",2026-04-27T00:00:00Z,https://polymarket.com/event/fda-approves-sanofis-dupixent,,https://gamma-api.polymarket.com/markets/2036554
polymarket-treatment-audit-2026-07-13,Other,2036685,SNY,FDA approves Sanofi's Tzield?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Sanofi's Tzield,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"As of market creation, the FDA's expected decision date for the specified application is April 29, 2026. This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Sanofi's Tzield as a treatment for delaying the onset of stage 3 type 1 diabetes in patients aged 1 year and older with stage 2 type 1 diabetes by May 13, 2026, 11:59 PM ET. Otherwise, this market...",2026-04-29T00:00:00Z,https://polymarket.com/event/fda-approves-sanofis-tzield,,https://gamma-api.polymarket.com/markets/2036685
polymarket-treatment-audit-2026-07-13,Other,569190,SNY,FDA approves Sanofi’s Rilzabrutinib for immune thrombocytopenia?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Sanofi’s Rilzabrutinib for immune thrombocytopenia,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Sanofi’s Rilzabrutinib as a treatment for immune thrombocytopenia by August 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For...",2025-08-29T16:00:00Z,https://polymarket.com/event/fda-approves-sanofis-rilzabrutinib-for-immune-thrombocytopenia-by-august-31,,https://gamma-api.polymarket.com/markets/569190
polymarket-treatment-audit-2026-07-13,Other,1993856,SNY,FDA approves Sanofi’s Subcutaneous Sarclisa?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Sanofi’s Subcutaneous Sarclisa,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"As of market creation, the FDA’s expected decision date for the specified application is April 23, 2026. This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Sanofi’s Subcutaneous Sarclisa as a treatment for multiple myeloma by May 7, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of...",2026-04-23T00:00:00Z,https://polymarket.com/event/fda-approves-sanofis-sarclisa,,https://gamma-api.polymarket.com/markets/1993856
polymarket-treatment-audit-2026-07-13,Other,566028,PTCT,Will the FDA approve Sepiapterin NDA?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Sepiapterin NDA,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for the listed drug by July 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For already-marketed drugs seeking new indications: FDA approval...",2025-07-31T23:55:00Z,https://polymarket.com/event/will-the-fda-approve-sepiapterin-nda,,https://gamma-api.polymarket.com/markets/566028
polymarket-treatment-audit-2026-07-13,Other,569186,TLX,FDA approves Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Telix Pharmaceuticals’ TLX250-CDx as a PET imaging agent for kidney cancer by August 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For...",2025-08-27T16:00:00Z,https://polymarket.com/event/fda-approves-telix-pharmaceuticals-tlx250-cdx-for-kidney-cancer-imaging-by-august-31,,https://gamma-api.polymarket.com/markets/569186
polymarket-treatment-audit-2026-07-13,Other,569182,TNXP,FDA approves Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Tonix Pharmaceuticals’ TNX-102 SL as a treatment for fibromyalgia by August 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For...",2025-08-15T16:00:00Z,https://polymarket.com/event/fda-approves-tonix-pharmaceuticals-tnx-102-sl-for-fibromyalgia-by-august-31,,https://gamma-api.polymarket.com/markets/569182
polymarket-treatment-audit-2026-07-13,Other,566025,ASND,Will the FDA approve TransCon hGH sBLA?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: TransCon hGH sBLA,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for the listed drug by July 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA) For already-marketed drugs seeking new indications: FDA approval...",2025-07-31T23:55:00Z,https://polymarket.com/event/will-the-fda-approve-transcon-hgh-sbla,,https://gamma-api.polymarket.com/markets/566025
polymarket-treatment-audit-2026-07-13,Other,553038,UNCY,FDA approves Unicycive’s Oxylanthanum Carbonate (OLC)?,"Data repair, then keep",primary,High,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: Unicycive’s Oxylanthanum Carbonate (OLC),YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante. Collapse exact duplicate candidate rows first.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Unicycive Therapeutics’ new drug application (NDA) for Oxylanthanum Carbonate (OLC) as a treatment for hyperphosphatemia in patients with chronic kidney disease (CKD) by June 28, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No."" This market will immediately resolve to ""No"" if the FDA issues...",2025-06-28T00:00:00Z,https://polymarket.com/event/fda-approves-unicycives-oxylanthanum-carbonate-olc,,https://gamma-api.polymarket.com/markets/553038
polymarket-treatment-audit-2026-07-13,Other,2115652,ARGX,FDA approves argenx's Vyvgart?,Mostly correct,primary,Medium,scheduled regulatory decision,probability_revision,False,False,primary,other,scheduled regulatory catalyst,FDA application: argenx's Vyvgart,YES bullish,1.0,automatic FDA-approval rule: YES approval is bullish for the company,"YES approval is bullish in direction, but expected magnitude must be scaled by sponsor exposure, market capitalization, application type and indication materiality.","Use signed probability revisions and time-to-decision hazard, not level alone. Retain the full rules because titles often omit indication, NDA/BLA/supplement type and qualifying outcomes.","Require a versioned application identity and official expected action date; reject if the application, indication or sponsor exposure is ambiguous.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One application–sponsor economic event. Collapse duplicated rows and sibling markets; in research use one equal event weight, while a strategy may scale exposure ex ante.","Combine probability revision with a general sponsor-exposure score: single-product concentration, estimated indication value relative to market cap, application type and decision-date certainty.",Pre-specify exposure variables and action-date provenance. Never create drug-specific cutoffs after seeing returns.,"As of market creation, the FDA's expected decision date for the specified application is May 10, 2026. This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for argenx's Vyvgart as a treatment for seronegative generalized myasthenia gravis by May 24, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No."" An approval is defined as: For new drugs: FDA...",2026-05-10T00:00:00Z,https://polymarket.com/event/fda-approves-argenxs-vyvgart,,https://gamma-api.polymarket.com/markets/2115652
polymarket-treatment-audit-2026-07-13,Other,0xa027ae5dedef27be6a5ed85e8fe9607f0df698f080a750eccb9ded63a3b1706a,RACE,"Ferrari Shipments above 3,400 in Q1?",Needs redesign,quarantine,High,company KPI threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,other,earnings-adjacent company KPI,"Ferrari Shipments above 3,400 in Q1",YES bullish,0.95,Higher shipments indicate strong demand and revenue for Ferrari.,Do not make YES automatically bullish. It is bullish only when the threshold is meaningfully above the ex-ante consensus/guidance distribution; an already expected number can be neutral or sell-the-news.,"Combine all sibling thresholds into an implied CDF/expected metric and measure revisions versus consensus, guidance and prior-quarter seasonality.",Enter only when the probability-implied metric meaningfully differs from a timestamped external expectation and the discrepancy survives a pre-specified materiality rule.,Use the exact earnings-release timestamp. For after-close releases the same-day close may be eligible; for pre-open releases the prior close is the endpoint.,One company-quarter-metric event; threshold ladders and dual share classes are not independent observations.,"The edge is the implied metric distribution and its revision, not the binary answer. Threshold ladders such as Robinhood 4.2/4.4M or CrowdStrike 225/250M are especially valuable together.","Use one formula across companies: standardized implied surprise relative to a frozen consensus/guidance value, with no company-specific thresholds.","This market will resolve to ""Yes"" if Ferrari's total vehicle shipments (Shipments) for the first fiscal quarter of 2026, as reported in its official company earnings materials, is above the listed amount. Otherwise, this market will resolve to ""No"". The specified metric will be considered as reported in the company's official earnings materials. Subsequent revisions will not be considered. If Ferrari's official earnings...",2026-05-05T00:00:00Z,https://polymarket.com/event/ferrari-shipments-above-in-q1/ferrari-shipments-above-3400-in-q1,,https://gamma-api.polymarket.com/public-search?q=Ferrari+Shipments+above+3%2C400+in+Q1%3F
polymarket-treatment-audit-2026-07-13,Other,0xf9a0fc4be7786f56879fb6d67c6300935beb073544daff8be29fe2bd0bfe4ea8,GOOG,Google reports Gemini monthly active users above 800M in Q1?,Needs redesign,quarantine,High,company KPI threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,other,earnings-adjacent company KPI,Google reports Gemini monthly active users above 800M in Q1,YES bullish,0.9,Higher user adoption for a key AI product is bullish.,Do not make YES automatically bullish. It is bullish only when the threshold is meaningfully above the ex-ante consensus/guidance distribution; an already expected number can be neutral or sell-the-news.,"Combine all sibling thresholds into an implied CDF/expected metric and measure revisions versus consensus, guidance and prior-quarter seasonality.",Enter only when the probability-implied metric meaningfully differs from a timestamped external expectation and the discrepancy survives a pre-specified materiality rule.,Use the exact earnings-release timestamp. For after-close releases the same-day close may be eligible; for pre-open releases the prior close is the endpoint.,One company-quarter-metric event; threshold ladders and dual share classes are not independent observations.,"The edge is the implied metric distribution and its revision, not the binary answer. Threshold ladders such as Robinhood 4.2/4.4M or CrowdStrike 225/250M are especially valuable together.","Use one formula across companies: standardized implied surprise relative to a frozen consensus/guidance value, with no company-specific thresholds.","This market will resolve to ""Yes"" if Alphabet, in its official company earnings materials for the first fiscal quarter of 2026, reports that the Gemini App’s Monthly Active Users reached or exceeded the listed amount at any point. Otherwise, this market will resolve to ""No"". The specified metric will be considered as reported in the company’s official earnings materials. Subsequent revisions will not be considered. If the...",2026-04-29T00:00:00Z,https://polymarket.com/event/google-reports-gemini-monthly-active-users-above-in-q1/google-reports-gemini-monthly-active-users-above-800m-in-q1,,https://gamma-api.polymarket.com/public-search?q=Google+reports+Gemini+monthly+active+users+above+800M+in+Q1%3F
polymarket-treatment-audit-2026-07-13,Other,0xf9a0fc4be7786f56879fb6d67c6300935beb073544daff8be29fe2bd0bfe4ea8,GOOGL,Google reports Gemini monthly active users above 800M in Q1?,Needs redesign,quarantine,High,company KPI threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,other,earnings-adjacent company KPI,Google reports Gemini monthly active users above 800M in Q1,YES bullish,0.9,Higher user adoption for a key AI product is bullish.,Do not make YES automatically bullish. It is bullish only when the threshold is meaningfully above the ex-ante consensus/guidance distribution; an already expected number can be neutral or sell-the-news.,"Combine all sibling thresholds into an implied CDF/expected metric and measure revisions versus consensus, guidance and prior-quarter seasonality.",Enter only when the probability-implied metric meaningfully differs from a timestamped external expectation and the discrepancy survives a pre-specified materiality rule.,Use the exact earnings-release timestamp. For after-close releases the same-day close may be eligible; for pre-open releases the prior close is the endpoint.,One company-quarter-metric event; threshold ladders and dual share classes are not independent observations.,"The edge is the implied metric distribution and its revision, not the binary answer. Threshold ladders such as Robinhood 4.2/4.4M or CrowdStrike 225/250M are especially valuable together.","Use one formula across companies: standardized implied surprise relative to a frozen consensus/guidance value, with no company-specific thresholds.","This market will resolve to ""Yes"" if Alphabet, in its official company earnings materials for the first fiscal quarter of 2026, reports that the Gemini App’s Monthly Active Users reached or exceeded the listed amount at any point. Otherwise, this market will resolve to ""No"". The specified metric will be considered as reported in the company’s official earnings materials. Subsequent revisions will not be considered. If the...",2026-04-29T00:00:00Z,https://polymarket.com/event/google-reports-gemini-monthly-active-users-above-in-q1/google-reports-gemini-monthly-active-users-above-800m-in-q1,,https://gamma-api.polymarket.com/public-search?q=Google+reports+Gemini+monthly+active+users+above+800M+in+Q1%3F
polymarket-treatment-audit-2026-07-13,Other,0x85ceecf8f045a7535e26ad915a22e233e3fb4b3dd1b8dcdf0f48168ac07f2834,GOOGL,Will Alphabet (GOOGL) be the top performing Magnificent 7 company during the week of November 24?,Exclude from primary,exclude,Critical,endogenous relative-performance,excluded_endogenous_target,False,False,excluded,other,endogenous equity-return contract,Magnificent 7 performance week of 2025-11-24,YES bullish,1.0,Top performance is bullish for the symbol.,"Mechanically circular: YES is defined by the mapped stock's own relative return, so a bullish label is not independent evidence.",Do not use in an equity-return expectation test covering an overlapping performance window.,"Exclude from H1 and model selection. It may be studied separately as a prediction-market forecast of future relative returns with non-overlapping, strictly lagged windows.",The resolution window is the return target itself; it cannot serve as an external event endpoint.,"Remove the entire shared performance event, not just one outcome.",Possible separate forecasting study: does pre-week Polymarket rank predict next-week cross-sectional returns? That is not the present event study.,Universal target-overlap test comparing the market's resolution variable with the research outcome variable.,"This market will resolve to the Magnificent 7 company, which has the best stock performance during the week of November 24, measured as the percentage change in price during the specified week for each company’s stock. If a Magnificent 7 has multiple publicly-tradable stock classes or other equity assets, the stock price used for resolution of this market will be the stock class or share type corresponding to the ticker...",2025-12-01T00:00:00Z,https://polymarket.com/event/top-performing-magnificent-7-company-week-of-november-24/will-alphabet-googl-be-the-top-performing-magnificent-7-company-during-the-week-of-november-24,https://www.nasdaq.com/market-activity/quotes/historical,https://gamma-api.polymarket.com/public-search?q=Will+Alphabet+%28GOOGL%29+be+the+top+performing+Magnificent+7+company+during+the+week+of+November+24%3F
